Node 1,weight 1,Node 2,weight 2,Node 3,weight 3,Node 4,weight 4,Node 5,weight 5,Node 6,weight 6,Node 7,weight 7,Node 8,weight 8,Node 9,weight 9,Node 10,weight 10,Node 11,weight 11,Node 12,weight 12,Node 13,weight 13,Node 14,weight 14,Node 15,weight 15,Node 16,weight 16,Node 17,weight 17,Node 18,weight 18,Node 19,weight 19,Node 20,weight 20,Node 21,weight 21,Node 22,weight 22,Node 23,weight 23,Node 24,weight 24,Node 25,weight 25,Node 26,weight 26,Node 27,weight 27,Node 28,weight 28,Node 29,weight 29,Node 30,weight 30,Node 31,weight 31,Node 32,weight 32,Node 33,weight 33,Node 34,weight 34,Node 35,weight 35,Node 36,weight 36,Node 37,weight 37,Node 38,weight 38,Node 39,weight 39,Node 40,weight 40,Node 41,weight 41,Node 42,weight 42,Node 43,weight 43,Node 44,weight 44,Node 45,weight 45,Node 46,weight 46,Node 47,weight 47,Node 48,weight 48,Node 49,weight 49,Node 50,weight 50
PA0618,-0.40017638,mexG,-0.32786669,mltD,-0.43332937,bfmS,-0.32338304,PA1378,0.47329446,PA2746,0.32325703,PA0752,-0.36885278,PA2679,-0.39963275,PA1372,-0.67788775,PA0130,-0.35697251,PA3091,-0.31287083,PA2312,-0.41763677,PA2331,-0.31033785,PA4702,-0.3313605,PA5404,-0.33105431,fdx2,0.34169328,dadA,-0.37027445,glcE,-0.3317852,PA4223,-0.30957466,pfeA,-0.4064604,PA4514,-0.3405206,PA2826,0.31958652,PA5099,0.34608797,rhlI,-0.41890325,PA1472,-0.40183695,pcaF,-0.39661267,PA5281,-0.36669267,ntrC,-0.59124129,PA0734,-0.36076561,PA5518,-0.38768962,PA3726,-0.41266486,hpd,-0.36856367,PA2699,-0.35984635,xcpU,-0.39555793,nosR,-0.39585364,alg8,-0.39187234,PA3514,0.30485144,PA2756,-0.34554443,PA0621,-0.34422387,PA3430,-0.40873197,narI,-0.39333234,PA4826,-0.31866527,PA4352,-0.32212366,PA4107,-0.40304644,eddB,-0.3364679,PA0435,0.28644091,PA0200,-0.40089792,nusG,-0.32408695,PA3336,-0.3095781,PA0079,-0.40513964
PA0625,-0.40141252,PA2459,-0.32815277,PA3315,-0.43396885,PA2323,-0.32467961,PA2805,0.47116773,PA4832,-0.34054765,PA2055,-0.36966783,ispA,-0.40145921,waaL,-0.68725083,exoS,-0.35928373,pvdQ,-0.31377806,PA1991,-0.41800059,PA3580,-0.31186941,PA3326,-0.33143653,aroP1,-0.33209434,PA1420,0.34091566,PA2553,-0.37185529,PA2010,-0.33193489,PA2899,-0.30964003,PA3332,-0.40920773,PA2091,-0.34115757,pchD,0.3167627,PA1896,0.34550326,PA3326,-0.41976532,PA5265,-0.40540159,PA3074,-0.39707085,PA4624,-0.3667523,panD,-0.59191956,PA3352,-0.36126301,PA2560,-0.3877155,PA2135,-0.41322954,PA0713,-0.36884508,ambD,-0.36085719,PA3952,-0.39738412,PA3376,-0.39587568,PA5475,-0.39405479,PA1217,0.30478568,PA3526,-0.34591993,PA5033,-0.34521374,fleN,-0.40874134,PA1058,-0.39371019,PA1014,-0.31947037,PA0345,-0.32255332,PA3806,-0.40382977,PA3848,-0.33687404,moaB2,0.28631907,icmP,-0.40112712,PA0462,-0.32417958,PA3913,-0.30976592,PA4817,-0.40629522
liuB,-0.40181661,PA1200,-0.32852617,rpsG,-0.43560537,PA3331,-0.3247829,PA0215,0.46676787,algG,-0.34100604,PA2116,-0.37041891,PA2138,-0.40153135,PA2460,-0.70903964,PA0830,-0.35954402,PA2635,-0.3139239,PA0935,-0.41869312,PA3447,-0.31208625,PA4801,-0.33207039,PA2775,-0.33225072,pchD,0.34064324,vreI,-0.37219835,phoR,-0.33219296,PA1363,-0.30964529,PA0977,-0.41049446,PA2321,-0.34144448,PA5195,0.31674253,iscS,0.3444819,PA3327,-0.42190346,PA3512,-0.40858313,PA4045,-0.39740076,PA2972,-0.36774036,PA4282,-0.59417361,PA0526,-0.36129276,aruB,-0.38912541,PA0161,-0.41468329,phzM,-0.36914171,PA2048,-0.36132511,PA2799,-0.39940924,PA3174,-0.3989758,PA1844,-0.39491105,PA5403,-0.30117233,PA4939,-0.34666448,PA1658,-0.347198,pmrA,-0.40905007,pqsE,-0.39390269,coaB,-0.31964883,PA1885,-0.32354025,phzA1,-0.40398664,pilP,-0.33735449,PA3343,0.28518313,PA4152,-0.40282281,alg8,-0.32541419,PA0980,-0.31038909,PA5157,-0.4063792
PA0746,-0.40199558,PA4467,-0.32871054,PA4103,-0.436857,PA0492,-0.32491893,PA4605,0.46658562,PA4104,-0.34219621,pmrA,-0.37080766,coxA,-0.40247434,PA3309,-0.72677269,PA0512,-0.35966538,ftsZ,-0.31435088,PA3920,-0.41894788,pscG,-0.31209396,PA3662,-0.33220433,mexG,-0.33264657,PA1809,0.34033944,exsD,-0.3722199,nosF,-0.33279727,PA1199,-0.31148406,PA3023,-0.41131955,cysD,-0.34181371,liuC,0.31630111,PA2266,0.34365205,PA0186,-0.42226622,PA0823,-0.40885897,cysW,-0.39875586,PA1167,-0.36782074,PA1026,-0.59434897,PA2169,-0.36246573,bkdA2,-0.39019523,PA5188,-0.41561447,amiR,-0.36945667,PA1540,-0.36176598,PA4352,-0.40003828,hasE,-0.39972834,PA3460,-0.39697237,PA4793,-0.30152865,adk,-0.34785391,pyoS5,-0.34768996,PA3041,-0.40912054,PA4488,-0.39418099,PA0636,-0.32010822,selA,-0.32370766,sahH,-0.40489312,PA0842,-0.3380831,PA0806,0.2851026,PA4782,-0.40328868,PA4390,-0.32581557,nirF,-0.3104172,PA2076,-0.40957165
PA4984,-0.4050477,PA4895,-0.33000087,PA2366,-0.43790252,PA3335,-0.32531644,icd,0.4649373,PA1662,-0.34314617,PA4818,-0.3723418,PA5188,-0.40288441,PA2735,-0.72779989,PA2224,-0.36070663,PA2372,-0.31452938,PA4630,-0.41961731,PA2835,-0.31295325,PA5220,-0.33421936,PA1661,-0.33361904,ampC,0.34020494,PA2111,-0.37232792,PA0729,-0.3351655,PA4064,-0.31155535,PA1944,-0.41180206,PA2204,-0.34183083,PA1324,0.31613172,PA0699,-0.37339604,hcnB,-0.42295155,PA0642,-0.40943351,trxB2,-0.3990895,pcaT,-0.36799443,PA4531,-0.59476169,PA0810,-0.3627151,PA3072,-0.3909079,mdcC,-0.41571548,amiE,-0.37185818,PA5087,-0.36215522,ibpA,-0.40052078,PA5486,-0.39987842,PA2161,-0.39729712,PA2812,-0.30208318,PA2668,-0.35001963,PA2367,-0.34966915,PA3786,-0.40937835,pilS,-0.3952912,eco,-0.32317568,pepA,-0.32388054,hcnA,-0.40520384,pchA,-0.33857645,PA4896,0.28392543,PA0227,-0.40468007,rnk,-0.32600628,PA3978,-0.31079294,PA5108,-0.40982333
PA3356,-0.40524043,PA1142,-0.33041416,rpsE,-0.43836704,opdP,-0.32568646,fliG,0.4648163,PA1667,-0.34381585,PA2835,-0.37265288,PA4094,-0.40323466,wzy,-0.73088499,himA,-0.36135289,PA4641,-0.31458347,PA4375,-0.4196233,pilP,-0.31321668,PA2588,-0.33694513,iscS,-0.33366397,PA1288,0.33985983,PA0062,-0.37242358,PA3401,-0.33703129,PA4834,-0.31252529,alkB1,-0.41267142,PA1024,-0.34251521,PA3484,0.31586317,PA1746,-0.37496199,PA4141,-0.4234979,wbpE,-0.40988805,PA4659,-0.39929707,PA4192,-0.36822509,PA3293,-0.5954321,PA3526,-0.36473223,PA0920,-0.39102761,PA1668,-0.41638399,PA1216,-0.37337154,PA0625,-0.36335228,PA3187,-0.40103456,nirC,-0.40363321,toxA,-0.39821938,PA1533,-0.30249264,fliC,-0.3504745,hisC2,-0.35078529,PA2170,-0.40951687,PA3896,-0.39620924,PA2730,-0.32462026,PA0164,-0.32402738,PA4753,-0.40704348,PA1967,-0.33975952,PA1020,0.28376556,pcaF,-0.40659382,PA3236,-0.32629246,PA3310,-0.31104941,PA1054,-0.410155
PA0628,-0.40801282,PA2794,-0.33098524,gltA,-0.43864396,phzE2,-0.3257466,atpF,0.46398553,PA4319,-0.34440544,PA2916,-0.37541424,aroP2,-0.4040621,PA2732,-0.74482422,PA4463,-0.36136963,PA0696,-0.31472028,PA3523,-0.42258972,PA2170,-0.31344799,ftsZ,-0.33721148,PA3331,-0.33416869,amiE,0.33959635,pvdN,-0.37295694,PA3921,-0.33761444,hpd,-0.312811,fabH2,-0.41362204,PA4773,-0.34259512,PA5530,0.31482738,PA2881,-0.37520266,phzG2,-0.42829182,rsmA,-0.41102701,PA1651,-0.40052213,PA3932,-0.36869473,PA5301,-0.59586906,PA2180,-0.36543314,PA0318,-0.3910637,PA0733,-0.41641749,PA1870,-0.37433108,PA3379,-0.36429144,PA0062,-0.4014875,PA3378,-0.40430108,PA2682,-0.39880708,algW,-0.30359656,PA5250,-0.35410853,PA1659,-0.35216829,PA0742,-0.41245933,PA0620,-0.39824546,mqoA,-0.32474057,antC,-0.32500689,aroQ1,-0.40728244,PA0080,-0.34023098,PA2204,0.28371558,fliC,-0.40671588,ipk,-0.32663959,PA3526,-0.31111105,PA1112,-0.41020214
PA5169,-0.40987546,wzt,-0.33109204,PA1895,-0.43925496,PA2682,-0.32576267,pilO,0.461377,pilA,-0.34501823,phoA,-0.37632024,liuB,-0.40472524,wzx,-0.76141436,groEL,-0.36311225,soxB,-0.31523914,PA4195,-0.42482797,PA2329,-0.31448877,PA1342,-0.3374089,pscO,-0.33444664,fptA,0.33928474,galU,-0.37316312,PA4060,-0.33921597,PA3190,-0.31317462,phuR,-0.41435397,PA0930,-0.34291743,hitA,0.31438675,PA3383,-0.37692567,cysD,-0.42972637,PA4153,-0.41152112,PA5471,-0.40104793,cupC1,-0.36985575,rpoD,-0.59671782,PA2482,-0.36581806,gcvT2,-0.39120171,PA5021,-0.42033806,dhcA,-0.37571094,lpxO2,-0.36551569,PA0962,-0.40240782,PA0444,-0.40582321,PA2033,-0.39932495,fliG,-0.30386865,PA3572,-0.35420373,PA3081,-0.35291212,PA3282,-0.41367576,PA1665,-0.39889306,PA3577,-0.32529531,PA3616,-0.32524548,PA0320,-0.41022301,phoB,-0.34033084,PA3441,0.28302816,PA2226,-0.40749328,PA1763,-0.3272931,PA2806,-0.3117456,PA0626,-0.4115428
opdP,-0.4099294,PA2034,-0.3317169,ccoO1,-0.43970346,bfrB,-0.32624224,rpmA,0.45798582,PA3445,-0.34696121,PA3933,-0.37702776,PA4431,-0.4048184,PA0715,-0.76986949,PA2826,-0.36437743,flp,-0.31527336,PA2544,-0.42611673,PA2111,-0.31573909,PA3310,-0.33756814,PA0171,-0.33707286,surA,0.33809011,PA4133,-0.37319475,bkdB,-0.34175512,PA0111,-0.31328621,PA4712,-0.41587754,PA0284,-0.34581247,PA4582,0.31416419,PA3791,-0.378705,icmF1,-0.43378518,PA0053,-0.41288574,PA0278,-0.40109131,PA2792,-0.37152677,PA5123,-0.59746837,antC,-0.36937504,PA3209,-0.39152426,rluA,-0.42069915,PA1195,-0.37653793,PA3368,-0.36565385,oprB,-0.40411572,narK1,-0.40689503,PA4570,-0.40066613,PA3038,-0.30494581,oprD,-0.35450473,pvdL,-0.35293035,PA4781,-0.41596964,ubiB,-0.39917439,PA0981,-0.32569733,PA0860,-0.326295,PA1166,-0.41345578,pilW,-0.3411909,PA0533,0.28265344,PA3188,-0.40817606,msbA,-0.3275493,def,-0.31200461,PA1230,-0.41373978
gabT,-0.4101391,PA3234,-0.33234278,PA3779,-0.44041567,PA2710,-0.32642664,PA4325,0.45784268,PA4966,-0.34771859,PA0324,-0.37882922,pcrH,-0.40644745,PA2734,-0.77089062,PA4336,-0.36440799,PA3340,-0.31652879,cysN,-0.42708705,pslH,-0.31611982,PA0498,-0.33785941,PA3109,-0.33746817,nirS,0.33649032,nirJ,-0.37328044,fhp,-0.34207593,PA0084,-0.31532983,PA3723,-0.41611641,PA4155,-0.34590204,PA2433,0.3138593,PA2804,-0.38068592,atsA,-0.43662434,acoB,-0.41316868,PA0326,-0.40118964,fadD2,-0.37204228,PA0338,-0.59823248,ribA,-0.37170573,PA3669,-0.39237609,PA0726,-0.42122736,PA0310,-0.37776864,PA1096,-0.36605918,PA1676,-0.4041417,PA2006,-0.40725488,PA0315,-0.40317176,pscJ,-0.30517149,trpE,-0.35487817,hasD,-0.35327346,PA3456,-0.42143942,PA0011,-0.39983923,PA0724,-0.32732651,gbuA,-0.32642364,mexR,-0.41391532,PA0295,-0.34207557,PA4038,0.2826108,pchR,-0.40823219,PA0168,-0.32774384,pilP,-0.31201861,PA5290,-0.41403178
PA0642,-0.41018257,PA2565,-0.33311295,PA4152,-0.44051574,PA3728,-0.32765449,fda,0.45727203,PA3448,-0.3480953,PA3575,-0.37897148,PA5194,-0.40889206,PA2730,-0.77901663,PA1429,-0.36553736,PA2171,-0.31682484,PA2763,-0.42712582,lecA,-0.31619827,PA2939,-0.33877841,PA3441,-0.33767953,purD,0.33568247,femI,-0.37375852,PA1123,-0.34496718,pscE,-0.31586096,PA4467,-0.41685228,tonB1,-0.34650091,PA3938,0.31375934,PA4826,-0.38271355,PA2786,-0.43694009,PA3739,-0.41325591,PA2906,-0.40153837,PA0639,-0.37227179,str,-0.6034552,PA3008,-0.3717494,PA2010,-0.39380346,antC,-0.4222234,PA4616,-0.37784912,PA2786,-0.36744133,PA1852,-0.40489561,PA5023,-0.40759141,PA2317,-0.4045851,pcrG,-0.30523281,plcN,-0.3550453,arcB,-0.3535998,PA4658,-0.42333771,polA,-0.4002397,pyoS5,-0.3281252,PA3846,-0.32653135,vfr,-0.41467369,oprE,-0.34350712,arnA,0.28206636,PA0629,-0.40911106,secE,-0.32797959,PA3951,-0.31251766,cupA5,-0.41427794
PA3441,-0.41226985,mdcC,-0.33412869,nuoJ,-0.44072438,liuA,-0.32991765,rpoZ,0.45698125,rplE,-0.3485122,PA4073,-0.37978043,gatC,-0.41213991,wbpL,-0.78282323,nosD,-0.36589202,soxD,-0.31738302,PA3924,-0.42872752,PA2566,-0.31717072,clpA,-0.33916867,PA1218,-0.3383106,nusA,0.33518318,PA4623,-0.37546498,PA3008,-0.34539241,hemO,-0.31676764,PA0174,-0.41808348,PA2095,-0.3490025,PA2598,0.31266295,pscP,-0.3838326,PA2309,-0.43954028,PA2797,-0.41484879,PA5335,-0.40232244,PA2935,-0.37257586,PA1628,-0.60407198,fklB,-0.37598412,pscU,-0.39447961,PA2333,-0.42351091,PA2549,-0.37790818,PA2406,-0.36745785,PA0639,-0.40554805,PA4038,-0.40767492,PA4358,-0.40528178,PA1372,-0.30574686,PA4918,-0.35528702,PA4505,-0.35363503,PA3226,-0.42622711,PA0613,-0.400763,PA0722,-0.32821512,pchF,-0.32675858,rplW,-0.41503154,PA5148,-0.34386513,eraR,-0.28443399,wbpA,-0.4105751,aqpZ,-0.32822624,PA2814,-0.31400461,retS,-0.41436862
PA0629,-0.41236487,liuE,-0.33472382,atuE,-0.44112423,PA1659,-0.33053305,rubA2,0.45690406,alg8,-0.34981603,pntB,-0.380231,PA4496,-0.41514673,PA2733,-0.79001141,pvdO,-0.36643149,PA0677,-0.31852244,PA1014,-0.42881045,PA2182,-0.31773469,PA1021,-0.33960823,PA3334,-0.33846617,PA0484,-0.36278987,PA3791,-0.37613351,wbpI,-0.34625999,PA3568,-0.31803944,hutH,-0.41834189,PA3448,-0.34929568,PA3907,0.31224498,PA2114,-0.38526634,tonB2,-0.44108997,PA4037,-0.4164787,PA3516,-0.4035406,PA1389,-0.37276971,pctC,-0.60578953,PA1869,-0.37664282,PA2534,-0.39644925,PA3564,-0.42373986,PA4500,-0.37916996,PA5006,-0.36885698,PA0911,-0.40705646,PA3781,-0.40921169,exaB,-0.40528354,ftsQ,-0.30578321,PA4746,-0.35566717,PA3519,-0.35401372,PA3431,-0.42875173,PA3566,-0.40104141,PA0366,-0.328431,aer,-0.32852087,lpdG,-0.41713976,pchF,-0.34434302,PA5027,-0.28456606,PA1152,-0.41066661,galU,-0.32891321,PA3144,-0.314228,PA2024,-0.41457214
PA0614,-0.41311706,xseA,-0.33484755,PA1896,-0.44335613,PA3332,-0.33074223,sucB,0.45410074,PA4389,-0.34985844,PA0474,-0.38157156,rbsB,-0.4159914,PA2736,-0.79156243,pvdH,-0.36676898,glpQ,-0.31967957,PA0602,-0.42959309,phnE,-0.31872073,PA0588,-0.33986387,pscU,-0.33881704,panE,-0.36493459,PA4358,-0.37723948,atoB,-0.34684452,PA2929,-0.31811344,PA3461,-0.41935542,phuT,-0.3495588,PA1259,-0.32129134,pstC,-0.38529624,phnB,-0.44309687,PA0822,-0.41918476,PA0191,-0.40403312,PA4541,-0.37316097,PA0599,-0.60927025,PA3691,-0.37845407,PA0679,-0.39658223,PA5088,-0.42400795,pqsB,-0.37918054,PA5437,-0.36999496,PA0632,-0.40757099,PA5440,-0.40978146,PA4222,-0.41073475,PA5281,-0.30628471,PA0398,-0.35573578,PA0027,-0.35788657,PA3762,-0.43097142,PA2941,-0.40408101,PA2169,-0.32877023,amgR,-0.33106842,tolQ,-0.41942994,ppkA,-0.34445109,cmk,-0.2846618,antA,-0.41166698,PA3229,-0.32942299,ohrR,-0.31445337,PA3668,-0.41466149
PA5168,-0.41383761,PA4033,-0.33539257,rpsH,-0.44386998,PA1215,-0.3314234,PA0098,0.45363552,PA4064,-0.35149484,PA2381,-0.38253822,PA2807,-0.41619631,PA0644,-0.79551431,PA0510,-0.36736583,gcvP1,-0.31997356,PA3449,-0.43365139,PA3190,-0.32054894,phzF2,-0.34011107,PA1664,-0.33943291,coxB,-0.36538019,PA1659,-0.37818544,wbpA,-0.34872995,PA1592,-0.31927858,PA3577,-0.42048736,tonB2,-0.35023056,PA5363,-0.32184036,ribB,-0.38533956,PA3448,-0.44888551,PA2730,-0.42194681,pcoA,-0.40590702,PA2213,-0.37628936,PA2957,-0.60943145,PA2313,-0.3792762,PA4739,-0.40192698,PA4950,-0.42415184,pscK,-0.37946816,polB,-0.37195212,PA4874,-0.40774395,PA3880,-0.41231428,mmsB,-0.41133453,liuR,-0.30812791,PA3661,-0.3563158,motC,-0.3581715,napF,-0.4319542,PA0638,-0.40693466,wbpE,-0.32887934,PA0598,-0.33140295,aprA,-0.4206274,PA1260,-0.34660213,pilY2,-0.28564758,PA3144,-0.41201197,PA2667,-0.32978268,pilH,-0.31473381,PA0776,-0.41583517
PA0619,-0.41422058,PA3140,-0.3365028,rplX,-0.44390845,hpd,-0.33160628,era,0.45359441,PA0092,-0.35200125,glcE,-0.38318171,soxD,-0.41710121,PA1673,-0.81681242,arnB,-0.36803711,PA2377,-0.32152194,PA2721,-0.43619569,PA3432,-0.32056856,PA0886,-0.34096042,PA1190,-0.34015808,fliD,-0.36601462,ureA,-0.38135554,pilC,-0.35134348,PA0433,-0.31943849,pvdE,-0.42072653,PA1106,-0.35061241,nrdD,-0.32185813,PA2115,-0.38572389,hcnA,-0.44945645,plsX,-0.42697736,purK,-0.40593052,PA1152,-0.37633537,PA3054,-0.61006259,PA2158,-0.37955451,aspP,-0.40228206,PA0863,-0.4244041,morB,-0.38488582,PA3938,-0.37221391,aprI,-0.41096644,PA5506,-0.41299002,PA4072,-0.41312713,PA0862,-0.30972031,PA0012,-0.35653191,ureG,-0.35911554,PA4364,-0.43289878,PA0633,-0.40743519,pagL,-0.3304181,PA5439,-0.3319579,atpI,-0.42144582,eutB,-0.34668671,PA5003,-0.28709296,PA4819,-0.41498092,PA0326,-0.33038307,PA3067,-0.31617285,PA2152,-0.41788901
PA0646,-0.41744206,fimL,-0.33751918,PA1551,-0.44446311,PA3318,-0.33262253,PA0801,0.4531232,PA2187,-0.3535622,phoP,-0.38319931,speA,-0.41879536,PA3144,-0.82206936,PA0060,-0.36935444,PA5101,-0.32164211,PA2310,-0.43631732,PA2022,-0.32082151,PA0601,-0.34097036,PA1297,-0.34026266,PA4652,-0.36873122,PA1830,-0.38141653,phhA,-0.35163426,PA3027,-0.32020132,PA0256,-0.42296928,PA2786,-0.35110499,PA0673,-0.32494177,PA0686,-0.38587968,PA0191,-0.45092742,PA2104,-0.4290933,hslU,-0.40867662,PA2819,-0.37679015,PA4164,-0.6114572,PA0938,-0.37985973,PA4399,-0.40287786,nirD,-0.42453281,lasA,-0.38720069,PA3931,-0.37259552,PA4345,-0.41117967,PA2785,-0.41618399,PA4637,-0.41751933,PA5022,-0.31073034,PA0681,-0.35670556,PA1697,-0.3591475,PA3522,-0.43501464,PA5087,-0.40953294,PA2685,-0.33338534,pchE,-0.33324532,PA5087,-0.42372508,PA2805,-0.34698497,mdoH,-0.28919112,phuR,-0.41501543,PA1168,-0.33049317,PA0638,-0.31636478,PA0112,-0.41806542
PA0535,-0.4233271,PA0534,-0.33816293,PA1893,-0.44596709,PA2183,-0.33280414,PA1464,0.45290583,PA0072,-0.35408332,opdH,-0.38365802,pscO,-0.41901522,PA3157,-0.82951777,PA2228,-0.37358536,PA2475,-0.32165779,PA3520,-0.43792049,PA2699,-0.32147147,dapB,-0.34258992,PA0563,-0.34072155,alkB2,-0.36927426,oprG,-0.38233314,nosD,-0.35184245,PA0472,-0.32068971,PA1864,-0.42471768,ftsI,-0.35248807,PA2985,-0.32528973,PA2535,-0.38589998,PA4739,-0.452571,PA2697,-0.42985155,PA0240,-0.40913855,PA3868,-0.37698582,PA3307,-0.61155168,PA5185,-0.38059924,PA4387,-0.40333023,PA3237,-0.42483419,PA0141,-0.38765704,fdnI,-0.37293919,edd,-0.41145291,PA4616,-0.4162495,PA2568,-0.42117182,PA0925,-0.31086044,PA0277,-0.35675741,oprD,-0.35936244,PA1474,-0.43791155,PA0635,-0.41234108,PA0634,-0.33356966,PA3579,-0.33421149,phzB1,-0.42512563,PA2804,-0.34722316,PA2048,-0.28941762,phzE2,-0.41568165,plcH,-0.33064646,PA1289,-0.31692398,PA1887,-0.42278689
PA0617,-0.42368891,PA4139,-0.33956944,PA1143,-0.44623455,gabP,-0.33345159,rnc,0.4513462,phnA,-0.35461025,PA1507,-0.38472062,PA0754,-0.42025953,wbpK,-0.93067574,PA4471,-0.37578026,PA2566,-0.32263273,PA3516,-0.43952198,pscQ,-0.32218215,PA3973,-0.34645339,PA0916,-0.34191532,tadC,-0.3701441,hasAp,-0.38447487,wbpH,-0.35246331,PA3535,-0.32092936,PA1827,-0.42580822,PA3409,-0.35316085,PA2323,-0.32537917,PA0685,-0.38820382,phzD2,-0.4541152,rluA,-0.43081594,dapB,-0.41190396,PA1369,-0.3778572,PA3535,-0.61424146,PA2192,-0.38156606,PA3087,-0.40365072,PA3325,-0.42536644,PA0987,-0.39352744,fadD2,-0.37309615,PA2883,-0.4117487,PA3661,-0.41686454,PA2143,-0.42248836,PA2486,-0.31125306,PA2803,-0.35695099,PA2462,-0.36098406,PA3519,-0.43958773,phzS,-0.4123697,PA2110,-0.33463847,ackA,-0.33599458,pepA,-0.42569637,pscP,-0.34768925,alg8,-0.290029,PA3559,-0.41837667,creC,-0.33141036,PA1672,-0.31925147,PA0924,-0.42379735
PA1742,-0.42616892,femR,-0.34039438,PA2758,-0.4468383,PA0078,-0.33401783,sucC,0.45109166,ccoO2,-0.35481254,PA1763,-0.3849047,pqqA,-0.42174187,PA2731,-0.95581715,pyrR,-0.3766687,PA4650,-0.32314004,PA1096,-0.43958778,lecB,-0.32225319,PA3615,-0.34749781,cifR,-0.34209453,PA1095,-0.37032074,hmgA,-0.3869365,PA3368,-0.35507254,rimI,-0.32362415,cpo,-0.42663106,edd,-0.35362624,PA0681,-0.3265234,PA0041,-0.3882983,phnA,-0.45577736,hisH2,-0.43174942,PA4625,-0.41238717,PA2041,-0.37837637,PA3335,-0.61499066,PA4939,-0.38160305,quiP,-0.40375284,PA4637,-0.42696969,PA1662,-0.39647477,PA0637,-0.37386071,PA1414,-0.41572713,PA4220,-0.41694053,PA1134,-0.42250351,PA2028,-0.31254835,tig,-0.35811662,PA1893,-0.36246378,PA3518,-0.44366606,phzM,-0.41243203,PA5510,-0.33471174,PA0209,-0.33872206,migA,-0.42796685,PA3919,-0.34837177,PA5475,-0.29043002,PA4131,-0.41842089,PA0684,-0.3315023,PA1093,-0.31934599,fliI,-0.42659095
atoB,-0.42684115,PA0715,-0.34153973,PA0779,-0.44987022,edd,-0.33406106,PA3883,-0.45705282,PA0088,-0.35600816,PA1144,-0.38719471,lpd3,-0.42231329,wbpD,-0.95954325,pvdQ,-0.37718055,plcH,-0.3236707,PA2598,-0.44108028,PA5407,-0.32630396,PA4916,-0.34775796,pscK,-0.34225951,wbpB,-0.37220147,PA3785,-0.38695743,PA4827,-0.35525062,PA5217,-0.32531269,PA4706,-0.42741386,PA2309,-0.35397318,PA1355,-0.32721966,kdpB,-0.38837624,PA3449,-0.46452193,wbpJ,-0.43642728,PA4872,-0.41326629,PA4705,-0.37893031,PA4473,-0.61564142,tonB1,-0.38269237,PA2576,-0.40385984,PA0715,-0.42774082,PA4880,-0.39748596,PA3197,-0.37409371,PA1772,-0.41585507,PA2026,-0.41718102,bfmR,-0.42466294,napC,-0.31332703,atpI,-0.35828459,PA4616,-0.3638867,glpF,-0.44664897,PA1347,-0.41263609,PA4648,-0.33475853,PA0404,-0.33884965,PA5303,-0.42846415,PA4880,-0.34974273,lasR,-0.29092928,PA1212,-0.4208875,PA4004,-0.33160176,PA3690,-0.32026773,PA5160,-0.43019753
amiE,-0.42726534,PA0619,-0.34682197,PA1852,-0.45070802,PA2358,-0.33436231,PA3856,-0.45758495,PA2986,-0.35800512,PA1945,-0.38769918,PA4852,-0.42248326,wzz,-0.97332371,PA0984,-0.3776625,PA2367,-0.32407521,phzA1,-0.44129678,PA4192,-0.32633362,PA1746,-0.34914185,PA1844,-0.34228712,PA3024,-0.37223967,ccpR,-0.38705251,phoA,-0.35581947,PA4836,-0.32618056,cioA,-0.42869039,sbp,-0.35718984,xylS,-0.3298568,PA5436,-0.38914396,fhp,-0.46913037,PA2020,-0.43738337,PA0358,-0.41392922,cdhB,-0.37964751,PA1141,-0.61591485,PA2157,-0.38306377,popN,-0.40813886,PA0418,-0.42787386,PA3880,-0.39899713,cysD,-0.37566297,PA3788,-0.4187146,PA0264,-0.41726246,PA2410,-0.4265681,pilO,-0.31403582,fpr,-0.35833203,PA3332,-0.36479823,PA2137,-0.44727689,PA4278,-0.41452273,PA3142,-0.33511049,rfaE,-0.33905753,PA2461,-0.4290234,PA3371,-0.35013632,PA1487,-0.29119794,arnC,-0.42351685,mreD,-0.33234704,PA4326,-0.32061035,PA0627,-0.43024709
PA5314,-0.42779592,PA0751,-0.34706148,rpsS,-0.45412918,PA1023,-0.33638408,PA1699,-0.45874388,pilE,-0.3581317,PA4653,-0.39021868,PA3779,-0.42329105,PA0445,-0.98277216,arnA,-0.37883125,cpo,-0.32410015,PA3278,-0.44230732,opdO,-0.32676068,PA3369,-0.35081912,pscE,-0.34504166,aprA,-0.37249557,hcpC,-0.38767781,PA3157,-0.35797572,femR,-0.32798934,PA2778,-0.42944011,PA2597,-0.35825044,arcB,-0.33117546,PA5475,-0.38948436,cysI,-0.46943865,PA0204,-0.43779248,PA2596,-0.41438622,PA2456,-0.38105309,fliE,-0.61627582,cysE,-0.38332151,PA5190,-0.40916927,PA4335,-0.42838153,PA0128,-0.39965833,PA0986,-0.3756714,PA1592,-0.42153277,PA3775,-0.41798638,PA2403,-0.4289287,PA1847,-0.31441826,PA0673,-0.35868487,liuC,-0.36688789,PA3416,-0.44910474,PA3684,-0.41615939,flgK,-0.33835446,PA3995,-0.33990971,secE,-0.43090956,flgF,-0.35162826,PA3535,-0.29179444,PA1211,-0.42465155,rsaL,-0.33278138,moaB1,-0.32138223,napE,-0.43204753
